id,name,tel,address,url,place_detail,area_id,train_id,user_id
11,新宿サンプル11,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル11,4,208,25
12,新宿サンプル12,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル12,4,208,25
13,新宿サンプル13,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル13,4,208,25
14,新宿サンプル14,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル14,4,208,25
15,新宿サンプル15,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル15,4,208,25
16,新宿サンプル16,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル16,4,208,25
17,新宿サンプル17,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル17,4,208,25
18,新宿サンプル18,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル18,4,208,25
19,新宿サンプル19,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル19,4,208,25
20,新宿サンプル20,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル20,4,208,25
21,新宿サンプル21,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル21,4,208,25
22,新宿サンプル22,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル22,4,208,25
23,新宿サンプル23,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル23,4,208,25
24,新宿サンプル24,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル24,4,208,25
25,新宿サンプル25,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル25,4,208,25
26,新宿サンプル26,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル26,4,208,25
27,新宿サンプル27,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル27,4,208,25
28,新宿サンプル28,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル28,4,208,25
29,新宿サンプル29,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル29,4,208,25
30,新宿サンプル30,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル30,4,208,25
31,新宿サンプル31,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル31,4,208,25
32,新宿サンプル32,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル32,4,208,25
33,新宿サンプル33,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル33,4,208,25
34,新宿サンプル34,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル34,4,208,25
35,新宿サンプル35,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル35,4,208,25
36,新宿サンプル36,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル36,4,208,25
37,新宿サンプル37,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル37,4,208,25
38,新宿サンプル38,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル38,4,208,25
39,新宿サンプル39,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル39,4,208,25
40,新宿サンプル40,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル40,4,208,25
41,新宿サンプル41,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル41,4,208,25
42,新宿サンプル42,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル42,4,208,25
43,新宿サンプル43,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル43,4,208,25
44,新宿サンプル44,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル44,4,208,25
45,新宿サンプル45,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル45,4,208,25
46,新宿サンプル46,0,新宿1-1,https://www.city.shinjuku.lg.jp/,新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル新宿サンプル46,4,208,25
